transaction_id,transaction_date,customer_segment,items,basket_size
T00390,2026-06-26,Value,Biscuits|Bread|Coffee|Milk,4
T00391,2026-07-27,Premium,Cereal|Milk,2
T00392,2026-08-28,Regular,Bread|Butter|Eggs|Milk,4
T00393,2026-09-01,Value,Butter|Cereal|Chicken|Milk,4
T00394,2026-10-02,Premium,Bread|Butter|Coffee|Eggs|Milk,5
T00395,2026-11-03,Value,Bread|Butter|Milk,3
T00396,2026-12-04,Premium,Biscuits|Bread|Coffee|Milk|Pasta,5
T00397,2026-01-05,Regular,Biscuits|Chips|Coffee,3
T00398,2026-02-06,Premium,Biscuits|Cereal|Cheese|Chicken|Pasta|Tomato Sauce,6
T00399,2026-03-07,Value,Bread|Chicken|Chips|Milk|Pasta,5
T00400,2026-04-08,Value,Biscuits|Cereal|Chips|Eggs|Milk|Tomato Sauce|Yogurt,7
T00401,2026-05-09,Premium,Chicken|Chips|Pasta|Tomato Sauce,4
T00402,2026-06-10,Premium,Bread|Butter|Coffee|Milk,4
T00403,2026-07-11,Value,Biscuits|Coffee|Milk,3
T00404,2026-08-12,Regular,Biscuits|Coffee|Milk,3
T00405,2026-09-13,Premium,Pasta|Tomato Sauce,2
T00406,2026-10-14,Premium,Bread|Milk|Pasta|Tomato Sauce,4
T00407,2026-11-15,Regular,Biscuits|Coffee|Juice|Milk,4
T00408,2026-12-16,Value,Bread|Butter|Cheese|Milk,4
T00409,2026-01-17,Premium,Biscuits|Coffee|Milk,3
T00410,2026-02-18,Premium,Cheese|Coffee|Pasta|Tomato Sauce,4
T00411,2026-03-19,Regular,Biscuits|Coffee|Milk,3
T00412,2026-04-20,Value,Biscuits|Butter|Chips|Coffee|Milk,5
T00413,2026-05-21,Value,Pasta|Tomato Sauce,2
T00414,2026-06-22,Premium,Bread|Chicken|Pasta|Tomato Sauce,4
T00415,2026-07-23,Regular,Bread|Butter,2
T00416,2026-08-24,Value,Biscuits|Chicken|Pasta|Tomato Sauce,4
T00417,2026-09-25,Premium,Bread|Butter|Juice|Milk,4
T00418,2026-10-26,Premium,Biscuits|Chicken|Coffee|Juice|Milk,5
T00419,2026-11-27,Value,Bread|Butter|Cereal|Chips|Milk,5
T00420,2026-12-28,Value,Bread|Milk|Pasta|Tomato Sauce,4
T00421,2026-01-01,Regular,Chicken|Pasta|Tea,3
T00422,2026-02-02,Premium,Bread|Butter|Milk|Pasta,4
T00423,2026-03-03,Value,Bread|Butter|Milk,3
T00424,2026-04-04,Premium,Bread|Cheese|Coffee|Pasta|Tomato Sauce,5
T00425,2026-05-05,Premium,Biscuits|Cheese|Eggs|Pasta|Tomato Sauce,5
T00426,2026-06-06,Premium,Cheese|Eggs|Pasta|Tomato Sauce|Yogurt,5
T00427,2026-07-07,Value,Bread|Butter|Cheese|Milk,4
T00428,2026-08-08,Regular,Biscuits|Cheese|Coffee,3
T00429,2026-09-09,Premium,Pasta|Tomato Sauce,2
T00430,2026-10-10,Premium,Cheese|Pasta|Tomato Sauce,3
T00431,2026-11-11,Value,Biscuits|Chicken|Pasta|Tea,4
T00432,2026-12-12,Value,Biscuits|Bread|Cheese|Coffee|Eggs,5
T00433,2026-01-13,Regular,Cheese|Coffee|Pasta|Tomato Sauce,4
T00434,2026-02-14,Premium,Bread|Butter|Eggs|Milk|Tea,5
T00435,2026-03-15,Regular,Biscuits|Coffee|Milk,3
T00436,2026-04-16,Regular,Biscuits|Coffee|Milk|Tea,4
T00437,2026-05-17,Premium,Cereal|Chicken|Coffee|Milk|Yogurt,5
T00438,2026-06-18,Regular,Cheese|Pasta|Tomato Sauce,3
T00439,2026-07-19,Regular,Biscuits|Cheese|Eggs|Juice|Pasta|Tomato Sauce,6
T00440,2026-08-20,Regular,Pasta|Tomato Sauce,2
T00441,2026-09-21,Regular,Chicken|Pasta,2
T00442,2026-10-22,Regular,Bread|Butter,2
T00443,2026-11-23,Value,Biscuits|Coffee|Juice|Milk,4
T00444,2026-12-24,Regular,Biscuits|Coffee|Milk,3
T00445,2026-01-25,Premium,Bread|Butter|Cheese,3
T00446,2026-02-26,Premium,Bread|Butter|Milk|Pasta,4
T00447,2026-03-27,Premium,Biscuits|Bread|Chips|Coffee|Milk,5
T00448,2026-04-28,Premium,Chicken|Chips|Milk|Pasta|Tomato Sauce,5
T00449,2026-05-01,Premium,Milk|Pasta|Tomato Sauce,3
T00450,2026-06-02,Value,Biscuits|Bread|Coffee|Milk,4
T00451,2026-07-03,Value,Bread|Butter,2
T00452,2026-08-04,Regular,Biscuits|Coffee|Milk,3
T00453,2026-09-05,Value,Chicken|Pasta,2
T00454,2026-10-06,Regular,Biscuits|Coffee,2
T00455,2026-11-07,Premium,Cheese|Chicken|Eggs|Milk|Pasta|Tea|Tomato Sauce,7
T00456,2026-12-08,Premium,Cereal|Cheese|Pasta|Tomato Sauce,4
T00457,2026-01-09,Regular,Bread|Cheese|Chips|Eggs|Pasta|Tomato Sauce,6
T00458,2026-02-10,Regular,Chicken|Pasta|Tea,3
T00459,2026-03-11,Premium,Chicken|Pasta|Tea|Tomato Sauce,4
T00460,2026-04-12,Regular,Biscuits|Coffee|Milk,3
T00461,2026-05-13,Value,Biscuits|Coffee,2
T00462,2026-06-14,Regular,Cheese|Coffee|Pasta|Tomato Sauce,4
T00463,2026-07-15,Value,Biscuits|Chicken|Coffee|Eggs,4
T00464,2026-08-16,Regular,Cheese|Pasta|Tomato Sauce,3
T00465,2026-09-17,Regular,Cereal|Cheese|Milk|Yogurt,4
T00466,2026-10-18,Regular,Bread|Butter|Coffee|Milk,4
T00467,2026-11-19,Value,Milk|Pasta|Tomato Sauce,3
T00468,2026-12-20,Regular,Butter|Milk|Pasta|Tomato Sauce|Yogurt,5
T00469,2026-01-21,Value,Biscuits|Coffee|Milk,3
T00470,2026-02-22,Regular,Cereal|Cheese|Milk|Yogurt,4
T00471,2026-03-23,Regular,Cereal|Pasta|Tomato Sauce,3
T00472,2026-04-24,Regular,Cheese|Milk|Pasta|Tomato Sauce,4
T00473,2026-05-25,Premium,Cereal|Milk|Yogurt,3
T00474,2026-06-26,Value,Juice|Pasta|Tomato Sauce,3
T00475,2026-07-27,Regular,Bread|Butter|Chips|Milk,4
T00476,2026-08-28,Value,Cereal|Milk|Yogurt,3
T00477,2026-09-01,Value,Bread|Butter|Milk,3
T00478,2026-10-02,Premium,Biscuits|Chicken|Pasta|Tomato Sauce,4
T00479,2026-11-03,Value,Cereal|Milk|Yogurt,3
T00480,2026-12-04,Regular,Bread|Butter|Coffee|Eggs|Milk,5
T00481,2026-01-05,Regular,Biscuits|Coffee|Milk,3
T00482,2026-02-06,Regular,Bread|Butter|Milk|Tea,4
T00483,2026-03-07,Regular,Bread|Cheese|Chicken|Pasta|Tomato Sauce,5
T00484,2026-04-08,Regular,Bread|Butter|Coffee|Milk,4
T00485,2026-05-09,Value,Biscuits|Chicken|Coffee|Eggs|Juice|Milk,6
T00486,2026-06-10,Regular,Cereal|Milk|Tomato Sauce,3
T00487,2026-07-11,Value,Biscuits|Coffee|Tea,3
T00488,2026-08-12,Premium,Biscuits|Coffee,2
T00489,2026-09-13,Premium,Cheese|Pasta|Tomato Sauce,3
T00490,2026-10-14,Premium,Chicken|Coffee|Pasta|Tomato Sauce,4
T00491,2026-11-15,Value,Bread|Chicken|Pasta|Tomato Sauce,4
T00492,2026-12-16,Regular,Cereal|Milk|Yogurt,3
T00493,2026-01-17,Premium,Cereal|Eggs|Milk|Yogurt,4
T00494,2026-02-18,Value,Cereal|Milk,2
T00495,2026-03-19,Premium,Biscuits|Pasta|Tomato Sauce,3
T00496,2026-04-20,Premium,Biscuits|Chicken|Pasta|Tea|Tomato Sauce,5
T00497,2026-05-21,Value,Bread|Butter|Chicken|Milk|Pasta,5
T00498,2026-06-22,Premium,Bread|Butter|Milk,3
T00499,2026-07-23,Regular,Chips|Juice|Pasta|Tomato Sauce,4
T00500,2026-08-24,Value,Biscuits|Bread|Cheese|Coffee|Milk,5
T00501,2026-09-25,Value,Biscuits|Coffee|Milk|Tomato Sauce,4
T00502,2026-10-26,Premium,Biscuits|Butter|Chips|Coffee|Milk,5
T00503,2026-11-27,Value,Bread|Butter|Milk,3
T00504,2026-12-28,Value,Cheese|Pasta|Tomato Sauce,3
T00505,2026-01-01,Premium,Coffee|Pasta|Tomato Sauce,3
T00506,2026-02-02,Regular,Bread|Butter|Milk|Tea,4
T00507,2026-03-03,Value,Biscuits|Bread|Coffee,3
T00508,2026-04-04,Value,Coffee|Pasta|Tomato Sauce,3
T00509,2026-05-05,Regular,Bread|Butter|Coffee|Tea,4
T00510,2026-06-06,Regular,Biscuits|Chips|Coffee,3
T00511,2026-07-07,Value,Bread|Butter|Chips|Milk,4
T00512,2026-08-08,Regular,Bread|Cereal|Milk,3
T00513,2026-09-09,Value,Bread|Butter|Coffee|Eggs|Milk|Yogurt,6
T00514,2026-10-10,Value,Cheese|Coffee|Pasta|Tomato Sauce,4
T00515,2026-11-11,Regular,Bread|Butter|Cheese|Milk|Pasta|Tomato Sauce,6
T00516,2026-12-12,Premium,Bread|Butter|Milk,3
T00517,2026-01-13,Value,Biscuits|Coffee|Juice|Milk,4
T00518,2026-02-14,Premium,Biscuits|Bread|Coffee|Juice|Milk|Yogurt,6
T00519,2026-03-15,Premium,Bread|Butter|Milk|Tomato Sauce,4
T00520,2026-04-16,Value,Biscuits|Coffee|Eggs,3
T00521,2026-05-17,Regular,Bread|Butter|Cereal|Milk,4
T00522,2026-06-18,Premium,Chicken|Pasta,2
T00523,2026-07-19,Regular,Bread|Butter|Milk,3
T00524,2026-08-20,Regular,Bread|Butter|Milk,3
T00525,2026-09-21,Value,Cereal|Milk|Pasta,3
T00526,2026-10-22,Premium,Bread|Butter,2
T00527,2026-11-23,Regular,Cheese|Chips|Pasta|Tomato Sauce,4
T00528,2026-12-24,Premium,Biscuits|Chicken|Pasta|Tomato Sauce,4
T00529,2026-01-25,Regular,Biscuits|Coffee|Milk,3
T00530,2026-02-26,Regular,Chicken|Eggs|Pasta|Tea|Tomato Sauce,5
T00531,2026-03-27,Regular,Bread|Cereal|Cheese|Pasta|Tomato Sauce,5
T00532,2026-04-28,Value,Bread|Butter|Coffee|Milk,4
T00533,2026-05-01,Regular,Biscuits|Coffee|Juice,3
T00534,2026-06-02,Value,Biscuits|Cheese|Coffee|Milk,4
T00535,2026-07-03,Value,Biscuits|Coffee|Juice|Milk,4
T00536,2026-08-04,Premium,Bread|Butter|Eggs|Milk|Pasta,5
T00537,2026-09-05,Regular,Chicken|Juice|Milk|Pasta|Tea,5
T00538,2026-10-06,Premium,Biscuits|Butter|Coffee,3
T00539,2026-11-07,Regular,Biscuits|Coffee|Yogurt,3
T00540,2026-12-08,Value,Cheese|Milk|Pasta|Tomato Sauce,4
T00541,2026-01-09,Regular,Bread|Butter,2
T00542,2026-02-10,Premium,Cheese|Pasta|Tomato Sauce,3
T00543,2026-03-11,Value,Biscuits|Coffee|Milk|Tomato Sauce,4
T00544,2026-04-12,Premium,Biscuits|Coffee|Eggs|Milk,4
T00545,2026-05-13,Premium,Biscuits|Coffee|Eggs,3
T00546,2026-06-14,Premium,Bread|Butter|Milk,3
T00547,2026-07-15,Premium,Bread|Butter|Milk,3
T00548,2026-08-16,Regular,Cheese|Chicken|Milk|Pasta|Tomato Sauce,5
T00549,2026-09-17,Regular,Cereal|Juice|Milk,3
T00550,2026-10-18,Premium,Biscuits|Bread|Coffee|Milk|Tomato Sauce,5
T00551,2026-11-19,Value,Bread|Butter|Milk|Yogurt,4
T00552,2026-12-20,Regular,Pasta|Tomato Sauce,2
T00553,2026-01-21,Premium,Biscuits|Bread|Coffee|Eggs,4
T00554,2026-02-22,Value,Cheese|Milk|Pasta|Tomato Sauce,4
T00555,2026-03-23,Regular,Biscuits|Chips|Coffee|Eggs|Juice,5
T00556,2026-04-24,Value,Bread|Butter|Cereal|Tomato Sauce,4
T00557,2026-05-25,Premium,Chicken|Pasta|Tomato Sauce,3
T00558,2026-06-26,Value,Bread|Cheese|Pasta|Tomato Sauce,4
T00559,2026-07-27,Value,Biscuits|Chips|Coffee|Milk,4
T00560,2026-08-28,Value,Bread|Butter|Milk|Tomato Sauce,4
T00561,2026-09-01,Premium,Biscuits|Coffee|Milk,3
T00562,2026-10-02,Premium,Chicken|Pasta,2
T00563,2026-11-03,Premium,Bread|Butter|Milk,3
T00564,2026-12-04,Premium,Biscuits|Cereal|Coffee|Milk,4
T00565,2026-01-05,Premium,Bread|Butter,2
T00566,2026-02-06,Regular,Cereal|Chips|Milk|Pasta|Tomato Sauce|Yogurt,6
T00567,2026-03-07,Value,Biscuits|Coffee|Milk,3
T00568,2026-04-08,Regular,Bread|Butter|Milk,3
T00569,2026-05-09,Regular,Biscuits|Coffee|Tea,3
T00570,2026-06-10,Regular,Cereal|Chips|Coffee|Milk|Yogurt,5
T00571,2026-07-11,Regular,Bread|Butter|Cheese,3
T00572,2026-08-12,Value,Biscuits|Bread|Chips|Pasta|Tomato Sauce,5
T00573,2026-09-13,Value,Bread|Butter,2
T00574,2026-10-14,Regular,Biscuits|Coffee,2
T00575,2026-11-15,Value,Cheese|Pasta|Tomato Sauce,3
T00576,2026-12-16,Premium,Cereal|Coffee|Milk|Pasta,4
T00577,2026-01-17,Premium,Biscuits|Butter|Cheese|Juice|Pasta|Tomato Sauce,6
T00578,2026-02-18,Value,Biscuits|Cheese|Coffee,3
T00579,2026-03-19,Regular,Bread|Butter|Coffee|Milk,4
T00580,2026-04-20,Premium,Bread|Butter|Coffee|Milk,4
T00581,2026-05-21,Value,Cereal|Pasta|Tomato Sauce|Yogurt,4
T00582,2026-06-22,Premium,Bread|Butter,2
T00583,2026-07-23,Value,Biscuits|Bread|Coffee|Milk,4
T00584,2026-08-24,Regular,Biscuits|Coffee|Milk,3
T00585,2026-09-25,Value,Pasta|Tomato Sauce,2
T00586,2026-10-26,Value,Biscuits|Cereal|Milk,3
T00587,2026-11-27,Value,Bread|Butter|Chicken|Milk|Pasta,5
T00588,2026-12-28,Regular,Chicken|Eggs|Pasta|Tea,4
T00589,2026-01-01,Value,Biscuits|Coffee|Milk,3
T00590,2026-02-02,Value,Bread|Butter|Eggs|Yogurt,4
T00591,2026-03-03,Value,Bread|Butter|Chips|Milk,4
T00592,2026-04-04,Premium,Biscuits|Cheese|Chicken|Coffee|Juice,5
T00593,2026-05-05,Premium,Pasta|Tomato Sauce,2
T00594,2026-06-06,Regular,Butter|Cereal|Chicken|Pasta|Tomato Sauce,5
T00595,2026-07-07,Regular,Cereal|Chicken|Milk|Pasta|Yogurt,5
T00596,2026-08-08,Regular,Cereal|Chicken|Milk|Pasta|Tomato Sauce,5
T00597,2026-09-09,Premium,Biscuits|Butter|Coffee,3
T00598,2026-10-10,Regular,Bread|Butter|Coffee|Tomato Sauce,4
T00599,2026-11-11,Value,Cereal|Chicken|Milk|Yogurt,4
T00600,2026-12-12,Value,Biscuits|Bread|Coffee|Milk|Yogurt,5
T00601,2026-01-13,Value,Bread|Butter|Chips,3
T00602,2026-02-14,Regular,Chicken|Pasta|Tomato Sauce,3
T00603,2026-03-15,Premium,Biscuits|Chicken|Pasta|Tea,4
T00604,2026-04-16,Regular,Biscuits|Bread|Coffee|Milk,4
T00605,2026-05-17,Regular,Cheese|Chicken|Juice|Pasta|Tomato Sauce,5
T00606,2026-06-18,Premium,Butter|Coffee|Eggs|Pasta|Tomato Sauce,5
T00607,2026-07-19,Value,Biscuits|Coffee,2
T00608,2026-08-20,Regular,Chicken|Coffee|Milk|Pasta,4
T00609,2026-09-21,Value,Bread|Butter|Juice|Milk,4
T00610,2026-10-22,Regular,Bread|Cheese|Milk|Pasta|Tomato Sauce,5
T00611,2026-11-23,Regular,Bread|Butter,2
T00612,2026-12-24,Premium,Cereal|Chips|Milk|Yogurt,4
T00613,2026-01-25,Value,Biscuits|Coffee,2
T00614,2026-02-26,Value,Cereal|Milk,2
T00615,2026-03-27,Regular,Biscuits|Coffee|Milk,3
T00616,2026-04-28,Premium,Bread|Butter|Chicken,3
T00617,2026-05-01,Premium,Chicken|Milk|Pasta|Tomato Sauce,4
T00618,2026-06-02,Regular,Biscuits|Chicken|Coffee,3
T00619,2026-07-03,Premium,Bread|Butter|Coffee|Milk,4
T00620,2026-08-04,Regular,Chicken|Pasta,2
T00621,2026-09-05,Regular,Bread|Butter|Pasta,3
T00622,2026-10-06,Regular,Chips|Milk|Pasta|Tomato Sauce,4
T00623,2026-11-07,Premium,Bread|Chicken|Pasta|Tomato Sauce,4
T00624,2026-12-08,Premium,Biscuits|Bread|Chicken|Pasta|Tomato Sauce,5
T00625,2026-01-09,Regular,Bread|Butter|Eggs,3
T00626,2026-02-10,Premium,Biscuits|Chips|Coffee,3
T00627,2026-03-11,Regular,Bread|Butter|Milk,3
T00628,2026-04-12,Premium,Bread|Butter|Pasta|Tea|Yogurt,5
T00629,2026-05-13,Premium,Bread|Pasta|Tomato Sauce,3
T00630,2026-06-14,Premium,Biscuits|Chicken|Eggs|Pasta|Tomato Sauce,5
T00631,2026-07-15,Premium,Bread|Cereal|Milk|Yogurt,4
T00632,2026-08-16,Premium,Bread|Butter|Cereal|Milk,4
T00633,2026-09-17,Value,Bread|Butter|Milk|Yogurt,4
T00634,2026-10-18,Premium,Bread|Butter|Eggs|Milk,4
T00635,2026-11-19,Value,Bread|Butter|Eggs,3
T00636,2026-12-20,Value,Biscuits|Cheese|Chicken|Pasta|Tomato Sauce|Yogurt,6
T00637,2026-01-21,Regular,Bread|Butter|Juice|Milk,4
T00638,2026-02-22,Premium,Bread|Cereal|Milk|Tea,4
T00639,2026-03-23,Value,Pasta|Tomato Sauce,2
T00640,2026-04-24,Premium,Bread|Butter|Cereal,3
T00641,2026-05-25,Premium,Cereal|Milk|Yogurt,3
T00642,2026-06-26,Premium,Coffee|Pasta|Tomato Sauce,3
T00643,2026-07-27,Regular,Cheese|Pasta|Tomato Sauce,3
T00644,2026-08-28,Value,Biscuits|Cereal|Coffee,3
T00645,2026-09-01,Value,Biscuits|Chips|Coffee,3
T00646,2026-10-02,Premium,Bread|Butter|Coffee,3
T00647,2026-11-03,Regular,Biscuits|Butter|Coffee|Eggs,4
T00648,2026-12-04,Regular,Eggs|Pasta|Tomato Sauce,3
T00649,2026-01-05,Premium,Bread|Butter|Chicken|Juice|Milk,5
T00650,2026-02-06,Premium,Cereal|Milk|Tea|Yogurt,4
T00651,2026-03-07,Premium,Bread|Butter|Chips|Milk|Pasta,5
T00652,2026-04-08,Premium,Biscuits|Coffee|Pasta,3
T00653,2026-05-09,Premium,Bread|Butter,2
T00654,2026-06-10,Value,Biscuits|Coffee,2
T00655,2026-07-11,Premium,Biscuits|Bread|Butter|Milk,4
T00656,2026-08-12,Regular,Bread|Butter|Milk,3
T00657,2026-09-13,Premium,Cheese|Chicken|Eggs|Pasta|Tomato Sauce,5
T00658,2026-10-14,Value,Biscuits|Cereal|Cheese|Pasta|Tomato Sauce,5
T00659,2026-11-15,Value,Cheese|Pasta|Tomato Sauce,3
T00660,2026-12-16,Regular,Chicken|Eggs|Pasta|Tomato Sauce,4
T00661,2026-01-17,Value,Cheese|Eggs|Pasta|Tea|Tomato Sauce,5
T00662,2026-02-18,Regular,Bread|Chicken|Milk|Pasta|Tomato Sauce,5
T00663,2026-03-19,Premium,Biscuits|Bread|Coffee,3
T00664,2026-04-20,Value,Cereal|Eggs|Milk,3
T00665,2026-05-21,Regular,Biscuits|Coffee|Juice,3
T00666,2026-06-22,Premium,Biscuits|Coffee,2
T00667,2026-07-23,Value,Bread|Cereal|Cheese|Eggs|Milk|Yogurt,6
T00668,2026-08-24,Value,Biscuits|Cheese|Coffee|Pasta,4
T00669,2026-09-25,Premium,Bread|Butter|Milk|Yogurt,4
T00670,2026-10-26,Regular,Bread|Butter|Eggs|Milk,4
T00671,2026-11-27,Regular,Biscuits|Bread|Butter|Milk,4
T00672,2026-12-28,Value,Chicken|Pasta|Tea,3
T00673,2026-01-01,Premium,Chicken|Pasta,2
T00674,2026-02-02,Regular,Cheese|Pasta|Tomato Sauce,3
T00675,2026-03-03,Premium,Biscuits|Coffee|Milk,3
T00676,2026-04-04,Value,Cheese|Eggs|Pasta|Tomato Sauce|Yogurt,5
T00677,2026-05-05,Premium,Biscuits|Coffee|Milk,3
T00678,2026-06-06,Regular,Cereal|Chicken|Milk|Yogurt,4
T00679,2026-07-07,Regular,Bread|Butter|Coffee|Juice|Milk,5
T00680,2026-08-08,Value,Juice|Pasta|Tomato Sauce,3
T00681,2026-09-09,Premium,Biscuits|Pasta|Tomato Sauce,3
T00682,2026-10-10,Premium,Cheese|Pasta|Tomato Sauce,3
T00683,2026-11-11,Premium,Chicken|Juice|Pasta|Tea,4
T00684,2026-12-12,Value,Chicken|Pasta|Tomato Sauce|Yogurt,4
T00685,2026-01-13,Regular,Biscuits|Bread|Chips|Coffee,4
T00686,2026-02-14,Value,Biscuits|Chicken|Eggs|Milk|Pasta,5
T00687,2026-03-15,Regular,Bread|Butter|Milk,3
T00688,2026-04-16,Value,Bread|Butter|Cereal|Milk,4
T00689,2026-05-17,Regular,Biscuits|Coffee|Milk,3
T00690,2026-06-18,Value,Pasta|Tea|Tomato Sauce,3
T00691,2026-07-19,Premium,Biscuits|Coffee|Milk,3
T00692,2026-08-20,Value,Pasta|Tomato Sauce,2
T00693,2026-09-21,Regular,Bread|Butter|Coffee|Eggs|Milk,5
T00694,2026-10-22,Premium,Bread|Butter|Coffee|Eggs|Milk,5
T00695,2026-11-23,Regular,Biscuits|Chicken|Coffee|Milk,4
T00696,2026-12-24,Premium,Biscuits|Cheese|Pasta|Tomato Sauce,4
T00697,2026-01-25,Value,Bread|Cereal|Milk|Yogurt,4
T00698,2026-02-26,Regular,Biscuits|Cereal|Coffee|Milk,4
T00699,2026-03-27,Premium,Cereal|Milk|Tea|Yogurt,4
T00700,2026-04-28,Premium,Biscuits|Chicken|Chips|Coffee|Milk|Tea|Tomato Sauce,7
T00701,2026-05-01,Regular,Cereal|Chips|Milk,3
T00702,2026-06-02,Premium,Biscuits|Chicken|Pasta|Tomato Sauce,4
T00703,2026-07-03,Regular,Biscuits|Coffee|Milk,3
T00704,2026-08-04,Regular,Bread|Butter|Cereal|Eggs|Milk,5
T00705,2026-09-05,Value,Pasta|Tomato Sauce,2
T00706,2026-10-06,Value,Bread|Butter|Milk,3
T00707,2026-11-07,Value,Biscuits|Coffee,2
T00708,2026-12-08,Regular,Bread|Cheese|Milk|Pasta|Tea|Tomato Sauce,6
T00709,2026-01-09,Value,Bread|Butter|Milk,3
T00710,2026-02-10,Regular,Biscuits|Cereal|Cheese|Chicken|Chips|Milk|Yogurt,7
T00711,2026-03-11,Premium,Biscuits|Chips|Coffee|Juice|Milk,5
T00712,2026-04-12,Premium,Biscuits|Chips|Coffee|Eggs|Milk|Pasta|Yogurt,7
T00713,2026-05-13,Premium,Biscuits|Pasta|Tomato Sauce,3
T00714,2026-06-14,Value,Biscuits|Coffee,2
T00715,2026-07-15,Regular,Cereal|Chips|Juice|Milk,4
T00716,2026-08-16,Premium,Biscuits|Coffee|Milk,3
T00717,2026-09-17,Premium,Cereal|Cheese|Eggs|Pasta|Tomato Sauce,5
T00718,2026-10-18,Value,Biscuits|Coffee|Tomato Sauce,3
T00719,2026-11-19,Value,Chips|Pasta|Tomato Sauce,3
T00720,2026-12-20,Premium,Biscuits|Coffee|Eggs,3
T00721,2026-01-21,Value,Biscuits|Coffee|Milk|Pasta,4
T00722,2026-02-22,Premium,Biscuits|Coffee|Juice,3
T00723,2026-03-23,Premium,Biscuits|Cheese|Pasta|Tomato Sauce,4
T00724,2026-04-24,Value,Chicken|Pasta|Tea,3
T00725,2026-05-25,Value,Biscuits|Chips|Coffee,3
T00726,2026-06-26,Value,Bread|Butter|Eggs,3
T00727,2026-07-27,Premium,Cereal|Milk|Yogurt,3
T00728,2026-08-28,Regular,Chicken|Pasta|Yogurt,3
T00729,2026-09-01,Value,Biscuits|Bread|Butter|Chips|Pasta,5
T00730,2026-10-02,Value,Biscuits|Cheese|Coffee|Milk,4
T00731,2026-11-03,Value,Cereal|Milk|Yogurt,3
T00732,2026-12-04,Premium,Milk|Pasta|Tomato Sauce,3
T00733,2026-01-05,Value,Bread|Butter|Coffee|Milk,4
T00734,2026-02-06,Premium,Chicken|Eggs|Pasta,3
T00735,2026-03-07,Value,Biscuits|Bread|Butter|Chips|Milk,5
T00736,2026-04-08,Regular,Cereal|Milk,2
T00737,2026-05-09,Value,Biscuits|Cereal|Cheese|Coffee|Milk|Tea,6
T00738,2026-06-10,Regular,Biscuits|Coffee|Tea,3
T00739,2026-07-11,Regular,Cheese|Pasta|Tomato Sauce,3
T00740,2026-08-12,Premium,Biscuits|Coffee|Eggs|Milk|Yogurt,5
T00741,2026-09-13,Regular,Cereal|Cheese|Coffee|Milk|Yogurt,5
T00742,2026-10-14,Value,Cheese|Chicken|Pasta|Tomato Sauce,4
T00743,2026-11-15,Regular,Milk|Pasta|Tomato Sauce,3
T00744,2026-12-16,Value,Cereal|Chicken|Chips|Milk|Tea,5
T00745,2026-01-17,Premium,Chicken|Pasta|Tomato Sauce|Yogurt,4
T00746,2026-02-18,Value,Bread|Cheese|Coffee|Eggs|Milk|Pasta|Tomato Sauce,7
T00747,2026-03-19,Premium,Bread|Butter|Eggs|Milk,4
T00748,2026-04-20,Premium,Bread|Butter|Cereal|Milk|Pasta|Yogurt,6
T00749,2026-05-21,Value,Pasta|Tomato Sauce,2
T00750,2026-06-22,Premium,Cheese|Milk|Pasta|Tomato Sauce,4
T00751,2026-07-23,Value,Biscuits|Butter|Coffee|Milk|Tea,5
T00752,2026-08-24,Premium,Biscuits|Coffee|Milk,3
T00753,2026-09-25,Value,Biscuits|Cheese|Coffee|Eggs|Juice|Milk,6
T00754,2026-10-26,Regular,Butter|Chicken|Pasta|Tomato Sauce,4
T00755,2026-11-27,Premium,Biscuits|Cheese|Coffee|Eggs|Milk|Tea,6
T00756,2026-12-28,Regular,Butter|Cheese|Chicken|Eggs|Pasta|Tomato Sauce,6
T00757,2026-01-01,Regular,Cheese|Pasta|Tomato Sauce,3
T00758,2026-02-02,Regular,Bread|Butter|Cereal|Milk,4
T00759,2026-03-03,Value,Cereal|Milk|Yogurt,3
T00760,2026-04-04,Value,Biscuits|Coffee|Milk,3
T00761,2026-05-05,Value,Biscuits|Coffee,2
T00762,2026-06-06,Regular,Biscuits|Bread|Cereal|Milk,4
T00763,2026-07-07,Premium,Chicken|Eggs|Pasta,3
T00764,2026-08-08,Premium,Pasta|Tomato Sauce,2
T00765,2026-09-09,Premium,Biscuits|Coffee|Milk,3
T00766,2026-10-10,Regular,Biscuits|Coffee|Eggs,3
T00767,2026-11-11,Regular,Pasta|Tomato Sauce,2
T00768,2026-12-12,Regular,Pasta|Tomato Sauce,2
T00769,2026-01-13,Premium,Biscuits|Cheese|Coffee|Milk,4
T00770,2026-02-14,Premium,Biscuits|Bread|Butter|Eggs,4
T00771,2026-03-15,Regular,Biscuits|Coffee|Milk,3
T00772,2026-04-16,Value,Bread|Butter|Cheese|Milk,4
T00773,2026-05-17,Value,Cereal|Coffee|Milk,3
T00774,2026-06-18,Value,Biscuits|Bread|Butter|Cheese,4
T00775,2026-07-19,Regular,Biscuits|Coffee|Eggs|Tea,4
T00776,2026-08-20,Value,Biscuits|Bread|Coffee,3
T00777,2026-09-21,Value,Butter|Cheese|Juice|Pasta|Tea|Tomato Sauce,6
T00778,2026-10-22,Regular,Butter|Cereal|Chips|Milk,4
T00779,2026-11-23,Regular,Bread|Butter|Yogurt,3
T00780,2026-12-24,Value,Cereal|Milk,2
T00781,2026-01-25,Premium,Pasta|Tomato Sauce,2
